State of University,Name of University,State of Regional Center,District of Regional Center,Level,Total Enrolment Male,Total Enrolment Female,Total Enrolment
Delhi,Indira Gandhi National Open University (Id: U-0104),Nagaland,Kohima,Post Graduate,637,951,1588
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Khordha,Diploma,60,119,179
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Khordha,PG Diploma,274,204,478
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Khordha,Post Graduate,2603,3341,5944
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Khordha,Under Graduate,5470,4640,10110
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Koraput,Under Graduate,2872,1861,4733
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Koraput,PG Diploma,103,33,136
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Koraput,Diploma,21,30,51
Delhi,Indira Gandhi National Open University (Id: U-0104),Odisha,Koraput,Post Graduate,905,729,1634
Delhi,Indira Gandhi National Open University (Id: U-0104),Punjab,Ludhiana,Under Graduate,2403,1530,3933
Delhi,Indira Gandhi National Open University (Id: U-0104),Punjab,Ludhiana,Post Graduate,1244,1275,2519
Delhi,Indira Gandhi National Open University (Id: U-0104),Punjab,Ludhiana,PG Diploma,137,105,242
Delhi,Indira Gandhi National Open University (Id: U-0104),Punjab,Ludhiana,Diploma,33,48,81
Delhi,Indira Gandhi National Open University (Id: U-0104),Punjab,Ludhiana,Certificate,2,1,3
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jaipur,Certificate,0,2,2
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jaipur,Diploma,83,96,179
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jaipur,Under Graduate,2573,1314,3887
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jaipur,PG Diploma,268,122,390
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jaipur,Post Graduate,1662,1071,2733
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jodhpur,Post Graduate,620,276,896
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jodhpur,PG Diploma,87,22,109
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jodhpur,Diploma,15,26,41
Delhi,Indira Gandhi National Open University (Id: U-0104),Rajasthan,Jodhpur,Under Graduate,1235,744,1979
Delhi,Indira Gandhi National Open University (Id: U-0104),Sikkim,East District,Diploma,3,3,6
Delhi,Indira Gandhi National Open University (Id: U-0104),Sikkim,East District,Post Graduate,488,1059,1547
Delhi,Indira Gandhi National Open University (Id: U-0104),Sikkim,East District,Under Graduate,1349,2329,3678
Delhi,Indira Gandhi National Open University (Id: U-0104),Sikkim,East District,PG Diploma,16,11,27
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Chennai,Certificate,0,3,3
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Chennai,Under Graduate,1452,2319,3771
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Chennai,Diploma,34,62,96
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Chennai,PG Diploma,279,159,438
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Chennai,Post Graduate,1738,1349,3087
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Madurai,Diploma,13,42,55
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Madurai,PG Diploma,96,59,155
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Madurai,Under Graduate,1346,4138,5484
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Madurai,Post Graduate,681,602,1283
Delhi,Indira Gandhi National Open University (Id: U-0104),Tamil Nadu,Madurai,Certificate,1,0,1
Delhi,Indira Gandhi National Open University (Id: U-0104),Telangana,Hyderabad,Post Graduate,1296,1519,2815
Delhi,Indira Gandhi National Open University (Id: U-0104),Telangana,Hyderabad,Diploma,58,60,118
Delhi,Indira Gandhi National Open University (Id: U-0104),Telangana,Hyderabad,PG Diploma,440,235,675
Delhi,Indira Gandhi National Open University (Id: U-0104),Telangana,Hyderabad,Under Graduate,655,756,1411
Delhi,Indira Gandhi National Open University (Id: U-0104),Telangana,Hyderabad,Certificate,1,0,1
Delhi,Indira Gandhi National Open University (Id: U-0104),Tripura,West Tripura,Diploma,8,6,14
Delhi,Indira Gandhi National Open University (Id: U-0104),Tripura,West Tripura,Certificate,17,3,20
Delhi,Indira Gandhi National Open University (Id: U-0104),Tripura,West Tripura,PG Diploma,62,20,82
Delhi,Indira Gandhi National Open University (Id: U-0104),Tripura,West Tripura,Under Graduate,1135,493,1628
Delhi,Indira Gandhi National Open University (Id: U-0104),Tripura,West Tripura,Post Graduate,915,599,1514
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Aligarh,PG Diploma,146,81,227
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Aligarh,Post Graduate,1167,926,2093
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Aligarh,Under Graduate,1854,988,2842
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Aligarh,Diploma,91,112,203
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Gautam Buddha Nagar,Diploma,68,87,155
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Gautam Buddha Nagar,Post Graduate,2212,1815,4027
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Gautam Buddha Nagar,PG Diploma,217,143,360
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Gautam Buddha Nagar,Certificate,2,7,9
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Gautam Buddha Nagar,Under Graduate,2997,1972,4969
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Lucknow,Under Graduate,5257,2454,7711
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Lucknow,Diploma,119,261,380
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Lucknow,PG Diploma,453,229,682
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Lucknow,Post Graduate,3238,3150,6388
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Varanasi,PG Diploma,259,105,364
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Varanasi,Post Graduate,1801,1231,3032
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Varanasi,Under Graduate,3262,1586,4848
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttar Pradesh,Varanasi,Diploma,115,125,240
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttrakhand,Dehradun,PG Diploma,256,213,469
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttrakhand,Dehradun,Post Graduate,1240,1205,2445
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttrakhand,Dehradun,Under Graduate,1959,1585,3544
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttrakhand,Dehradun,Diploma,85,156,241
Delhi,Indira Gandhi National Open University (Id: U-0104),Uttrakhand,Dehradun,Certificate,3,10,13
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Darjiling,PG Diploma,32,13,45
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Darjiling,Under Graduate,4321,3881,8202
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Darjiling,Diploma,3,12,15
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Darjiling,Post Graduate,1230,1770,3000
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Kolkata,PG Diploma,531,353,884
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Kolkata,Diploma,90,102,192
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Kolkata,Under Graduate,12650,9229,21879
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Kolkata,Post Graduate,5191,6049,11240
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Kolkata,Certificate,5,1,6
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Murshidabad,PG Diploma,35,1,36
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Murshidabad,Under Graduate,1340,620,1960
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Murshidabad,Diploma,9,6,15
Delhi,Indira Gandhi National Open University (Id: U-0104),West Bengal,Murshidabad,Post Graduate,400,214,614
Delhi,Jamia Hamdard (Id: U-0107),Delhi,South,PG Diploma,0,0,0
Delhi,Jamia Hamdard (Id: U-0107),Delhi,South,Under Graduate,0,0,0
Delhi,"National Law University, Delhi (Id: U-0111)",Delhi,New Delhi,Certificate,12,3,15
Delhi,"National Law University, Delhi (Id: U-0111)",Delhi,New Delhi,PG Diploma,11,9,20
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Delhi,West,Under Graduate,31,19,50
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Delhi,West,Post Graduate,18,16,34
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Himachal Pradesh,Kangra,Under Graduate,5,4,9
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Himachal Pradesh,Kangra,Post Graduate,13,10,23
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Jammu and Kashmir,Jammu,Under Graduate,10,0,10
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Jammu and Kashmir,Jammu,Post Graduate,0,3,3
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Karnataka,Chikmagalur,Under Graduate,7,1,8
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Karnataka,Chikmagalur,Post Graduate,4,7,11
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Kerala,Thrissur,Under Graduate,19,17,36
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Kerala,Thrissur,Post Graduate,11,29,40
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Madhya Pradesh,Bhopal,Under Graduate,5,1,6
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Madhya Pradesh,Bhopal,Post Graduate,18,7,25
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Maharashtra,Mumbai,Post Graduate,3,3,6
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Maharashtra,Mumbai,Under Graduate,2,3,5
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Odisha,Puri,Post Graduate,49,65,114
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Odisha,Puri,Under Graduate,0,3,3
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Rajasthan,Jaipur,Post Graduate,6,5,11
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Rajasthan,Jaipur,Under Graduate,3,0,3
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Uttar Pradesh,Allahabad,Post Graduate,2,0,2
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Uttar Pradesh,Lucknow,Under Graduate,5,0,5
Delhi,"Rashtriya Sanskrit Sansthan, New Delhi (Id: U-0115)",Uttar Pradesh,Lucknow,Post Graduate,0,2,2
Delhi,"TERI School of Advanced Studies, New Delhi (Id: U-0119)",Delhi,South,PG Diploma,43,7,50
Delhi,University of Delhi (Id: U-0120),Delhi,North,Post Graduate,737,1638,2375
Delhi,University of Delhi (Id: U-0120),Delhi,North,Under Graduate,130357,123733,254090
Delhi,University of Delhi (Id: U-0120),Delhi,South,Under Graduate,35280,33509,68789
Gujarat,"Dr. Babasaheb Ambedkar Open University, Ahmedabad (Id: U-0131)",Gujarat,Ahmadabad,PG Diploma,44,8,52
Gujarat,"Dr. Babasaheb Ambedkar Open University, Ahmedabad (Id: U-0131)",Gujarat,Ahmadabad,Post Graduate,1034,1053,2087
Gujarat,"Dr. Babasaheb Ambedkar Open University, Ahmedabad (Id: U-0131)",Gujarat,Ahmadabad,Certificate,5417,6712,12129
Gujarat,"Dr. Babasaheb Ambedkar Open University, Ahmedabad (Id: U-0131)",Gujarat,Ahmadabad,Diploma,156,100,256
Gujarat,"Dr. Babasaheb Ambedkar Open University, Ahmedabad (Id: U-0131)",Gujarat,Ahmadabad,Under Graduate,13571,7275,20846
Gujarat,"Gujarat Vidyapith, Ahmedabad (Id: U-0137)",Gujarat,Ahmadabad,Post Graduate,40,16,56
Haryana,"Ch. Devi Lal University, Sirsa (Id: U-0160)",Haryana,Sirsa,Under Graduate,408,181,589
Haryana,"Ch. Devi Lal University, Sirsa (Id: U-0160)",Haryana,Sirsa,Post Graduate,198,308,506
Haryana,"Guru Jambheshwar University of Science and Technology, Hissar (Id: U-0162)",Haryana,Hisar,PG Diploma,804,364,1168
Haryana,"Guru Jambheshwar University of Science and Technology, Hissar (Id: U-0162)",Haryana,Hisar,Under Graduate,1236,1144,2380
Haryana,"Guru Jambheshwar University of Science and Technology, Hissar (Id: U-0162)",Haryana,Hisar,Post Graduate,5156,2825,7981
Haryana,"Kurukshetra University, Kurukshetra (Id: U-0164)",Haryana,Kurukshetra,Post Graduate,106,134,240
Himachal Pradesh,"Himachal Pradesh University , Shimla (Id: U-0183)",Himachal Pradesh,Shimla,Under Graduate,5194,1323,6517
Himachal Pradesh,"Himachal Pradesh University , Shimla (Id: U-0183)",Himachal Pradesh,Shimla,Post Graduate,5704,5169,10873
Himachal Pradesh,"Himachal Pradesh University , Shimla (Id: U-0183)",Himachal Pradesh,Shimla,PG Diploma,82,116,198
Jammu and Kashmir,"University of Jammu, Jammu Tawi (Id: U-0195)",Jammu and Kashmir,Jammu,PG Diploma,0,0,0
Jammu and Kashmir,"University of Jammu, Jammu Tawi (Id: U-0195)",Jammu and Kashmir,Jammu,Post Graduate,2496,6638,9134
Jammu and Kashmir,"University of Jammu, Jammu Tawi (Id: U-0195)",Jammu and Kashmir,Jammu,Under Graduate,2760,2339,5099
Jammu and Kashmir,"University of Kashmir, Srinagar (Id: U-0196)",Jammu and Kashmir,Srinagar,Under Graduate,2281,2977,5258
Jammu and Kashmir,"University of Kashmir, Srinagar (Id: U-0196)",Jammu and Kashmir,Srinagar,Diploma,145,286,431
Jammu and Kashmir,"University of Kashmir, Srinagar (Id: U-0196)",Jammu and Kashmir,Srinagar,Post Graduate,1513,1890,3403
Jammu and Kashmir,"University of Kashmir, Srinagar (Id: U-0196)",Jammu and Kashmir,Srinagar,PG Diploma,184,88,272
Jammu and Kashmir,"University of Kashmir, Srinagar (Id: U-0196)",Jammu and Kashmir,Srinagar,Certificate,0,0,0
Karnataka,"Bangalore University, Bangalore (Id: U-0215)",Karnataka,Bangalore,PG Diploma,40,16,56
Karnataka,"Bangalore University, Bangalore (Id: U-0215)",Karnataka,Bangalore,Under Graduate,1385,2058,3443
Karnataka,"Bangalore University, Bangalore (Id: U-0215)",Karnataka,Bangalore,Post Graduate,862,1188,2050
Karnataka,"Karnataka State Open University, Mysore (Id: U-0228)",Karnataka,Mysore,Under Graduate,20741,36313,57054
Karnataka,"Karnataka State Open University, Mysore (Id: U-0228)",Karnataka,Mysore,Certificate,106,120,226
Karnataka,"Karnataka State Open University, Mysore (Id: U-0228)",Karnataka,Mysore,Diploma,370,302,672
Karnataka,"Karnataka State Open University, Mysore (Id: U-0228)",Karnataka,Mysore,Post Graduate,23469,30019,53488
Karnataka,"Karnataka State Open University, Mysore (Id: U-0228)",Karnataka,Mysore,PG Diploma,1012,815,1827
Karnataka,"Karnataka University, Dharwad (Id: U-0230)",Karnataka,Dharwad,Post Graduate,0,0,0
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Andhra Pradesh,Anantapur,PG Diploma,2,1,3
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Andhra Pradesh,Anantapur,Post Graduate,389,302,691
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Andhra Pradesh,Anantapur,Under Graduate,337,269,606
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Andhra Pradesh,Chittoor,Post Graduate,759,611,1370
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Andhra Pradesh,Chittoor,Under Graduate,931,766,1697
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Andhra Pradesh,Kurnool,Under Graduate,15,11,26
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Andhra Pradesh,Kurnool,Post Graduate,20,10,30
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Delhi,New Delhi,Under Graduate,7,0,7
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Delhi,New Delhi,Post Graduate,186,139,325
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bagalkot,Under Graduate,41,31,72
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bagalkot,Post Graduate,77,47,124
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bangalore,Diploma,33,46,79
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bangalore,PG Diploma,9,4,13
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bangalore,Under Graduate,5927,4967,10894
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bangalore,Post Graduate,1781,1099,2880
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Belgaum,Under Graduate,2195,1789,3984
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Belgaum,PG Diploma,0,0,0
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Belgaum,Post Graduate,2030,1603,3633
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bellary,Post Graduate,1340,1114,2454
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bellary,Under Graduate,1300,1078,2378
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bidar,Under Graduate,376,303,679
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bidar,Post Graduate,683,534,1217
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bijapur,Under Graduate,863,700,1563
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Bijapur,Post Graduate,2167,1146,3313
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Chikmagalur,Post Graduate,121,86,207
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Chikmagalur,Under Graduate,105,85,190
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Chitradurga,Post Graduate,767,538,1305
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Chitradurga,Under Graduate,1007,834,1841
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Dakshina Kannada,Under Graduate,327,245,572
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Dakshina Kannada,Post Graduate,771,574,1345
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Davanagere,Post Graduate,406,297,703
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Davanagere,Under Graduate,159,118,277
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Dharwad,Under Graduate,207,156,363
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Dharwad,Post Graduate,322,238,560
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Gadag,Under Graduate,472,387,859
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Gadag,Post Graduate,655,535,1190
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Gulbarga,Under Graduate,524,426,950
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Gulbarga,Post Graduate,818,664,1482
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Hassan,Post Graduate,598,477,1075
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Hassan,Under Graduate,375,305,680
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Kolar,Post Graduate,13,4,17
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Kolar,Under Graduate,9,5,14
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Koppal,Post Graduate,527,412,939
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Koppal,Under Graduate,617,505,1122
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Mandya,Post Graduate,340,254,594
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Mandya,Under Graduate,133,93,226
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Mysore,Under Graduate,134,102,236
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Mysore,Post Graduate,351,273,624
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Raichur,Under Graduate,1091,876,1967
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Raichur,Post Graduate,997,763,1760
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Ramanagara,Under Graduate,28,22,50
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Ramanagara,Post Graduate,26,16,42
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Shimoga,Under Graduate,890,714,1604
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Shimoga,Post Graduate,2779,2198,4977
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Tumkur,Post Graduate,1446,1089,2535
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Tumkur,Under Graduate,1214,969,2183
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Udupi,Under Graduate,3,0,3
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Udupi,Post Graduate,7,0,7
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Uttara Kannada,Post Graduate,20,5,25
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Uttara Kannada,Under Graduate,12,9,21
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Yadgir,Post Graduate,150,107,257
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Karnataka,Yadgir,Under Graduate,42,33,75
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Telangana,Hyderabad,Under Graduate,70,38,108
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Telangana,Hyderabad,Post Graduate,431,313,744
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Telangana,Mahbubnagar,Post Graduate,582,462,1044
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",Telangana,Mahbubnagar,Under Graduate,737,600,1337
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",West Bengal,Nadia,Post Graduate,194,146,340
Karnataka,"Kuvempu University, Shankaraghatta, Shimoga (Id: U-0232)",West Bengal,Nadia,Under Graduate,12,2,14
Karnataka,"Mangalore University, Mangalore (Id: U-0233)",Karnataka,Dakshina Kannada,Under Graduate,439,1097,1536
Karnataka,"Mangalore University, Mangalore (Id: U-0233)",Karnataka,Dakshina Kannada,Post Graduate,157,564,721
Karnataka,"National Law School of India University, Bangalore (Id: U-0238)",Karnataka,Bangalore,Post Graduate,3331,1535,4866
Karnataka,"National Law School of India University, Bangalore (Id: U-0238)",Karnataka,Bangalore,PG Diploma,592,488,1080
Karnataka,"Swami Vivekananda Yoga Anusandhana Samsthan, Bangalore (Id: U-0243)",Karnataka,Bangalore,Under Graduate,47,25,72
Karnataka,"Swami Vivekananda Yoga Anusandhana Samsthan, Bangalore (Id: U-0243)",Karnataka,Bangalore,PG Diploma,18,23,41
Karnataka,"Swami Vivekananda Yoga Anusandhana Samsthan, Bangalore (Id: U-0243)",Karnataka,Bangalore,Post Graduate,112,137,249
Kerala,"Kannur University, Kannur (Id: U-0256)",Kerala,Kannur,Post Graduate,0,0,0
Kerala,"Kerala University, Thiruvananthapuram (Id: U-0260)",Kerala,Thiruvananthapuram,Under Graduate,5530,7604,13134
Kerala,"Kerala University, Thiruvananthapuram (Id: U-0260)",Kerala,Thiruvananthapuram,Post Graduate,2285,6175,8460
Kerala,"Mahatma Gandhi University, Kottayam (Id: U-0262)",Kerala,Kottayam,Post Graduate,0,0,0
Madhya Pradesh,"Devi Ahilya Vishwavidyalaya, Indore (Id: U-0270)",Madhya Pradesh,Indore,Post Graduate,105,73,178
Madhya Pradesh,"Dr. Harisingh Gaur Vishwavidyalaya, Sagar (Id: U-0271)",Madhya Pradesh,Sagar,Post Graduate,17,4,21
Madhya Pradesh,"Dr. Harisingh Gaur Vishwavidyalaya, Sagar (Id: U-0271)",Madhya Pradesh,Sagar,PG Diploma,54,40,94
Madhya Pradesh,"Dr. Harisingh Gaur Vishwavidyalaya, Sagar (Id: U-0271)",Madhya Pradesh,Sagar,Under Graduate,20,1,21
Madhya Pradesh,"Jiwaji University, Gwalior (Id: U-0276)",Madhya Pradesh,Gwalior,Under Graduate,0,0,0
Madhya Pradesh,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur (Id: U-0280)",Madhya Pradesh,Jabalpur,Certificate,49,16,65
Madhya Pradesh,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur (Id: U-0280)",Madhya Pradesh,Jabalpur,PG Diploma,2511,1959,4470
Madhya Pradesh,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur (Id: U-0280)",Madhya Pradesh,Jabalpur,Diploma,3614,2338,5952
Madhya Pradesh,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur (Id: U-0280)",Madhya Pradesh,Jabalpur,Under Graduate,8461,2977,11438
